Cement _component_1,Blast Furnace Slag _component_2,Fly Ash _component_3,Water_component_4,Superplasticizer_component_5,Coarse Aggregate_component_6,Fine Aggregate_component_7,Age_day,cluster,Concrete Compressive strength
1.9687963395298533,-1.0501144541115495,-0.9622873726715191,-0.9877555342824536,-0.23090536644669632,1.0224845116300678,-1.3499850315660593,0.27261493522246993,3,4.141387168555412
1.627835580418608,-1.0501144541115495,-0.9622873726715191,2.2794924492289907,-1.3495072235540329,-0.518263557885906,-2.6539360541122115,0.27261493522246993,3,3.696103299203256
1.0348408863673277,-1.0501144541115495,-0.9622873726715191,2.2794924492289907,-1.3495072235540329,-0.518263557885906,-1.4398925614810032,1.438413751255958,3,3.9873159894635775
1.627835580418608,-1.0501144541115495,-0.9622873726715191,2.2794924492289907,-1.3495072235540329,-0.518263557885906,-2.6539360541122115,-1.0402800397970073,3,3.6788291182604342
1.627835580418608,-1.0501144541115495,-0.9622873726715191,2.2794924492289907,-1.3495072235540329,-0.518263557885906,-2.6539360541122115,1.438413751255958,3,3.766534698679541
0.8087805038329784,-1.0501144541115495,-0.9622873726715191,0.6358168649203975,-1.3495072235540329,0.9278710093186774,0.4352815434106756,-1.7469045846456657,3,2.775708849576025
0.49408723523247006,-1.0501144541115495,-0.9622873726715191,0.6358168649203975,-1.3495072235540329,-0.008771889313463054,0.9673119281290391,-1.7469045846456657,3,2.386006701133118
1.683216500046593,-1.0501144541115495,-0.9622873726715191,-1.9806739568288574,-1.3495072235540329,1.7656590234968998,0.3486542906689586,0.27261493522246993,3,4.2903224454635405
1.0067274192434206,-1.0501144541115495,-0.9622873726715191,1.7000155996921775,-1.3495072235540329,0.4004251312764802,-0.13691982161678867,-1.7469045846456657,3,2.8495497633759097
1.0067274192434206,-1.0501144541115495,-0.9622873726715191,1.7000155996921775,-1.3495072235540329,0.4004251312764802,-0.13691982161678867,-0.3994488854476098,3,3.2816628129669656
1.0067274192434206,-1.0501144541115495,-0.9622873726715191,1.7000155996921775,-1.3495072235540329,0.4004251312764802,-0.13691982161678867,0.27261493522246993,3,3.49559805708364
1.0067274192434206,-1.0501144541115495,-0.9622873726715191,1.7000155996921775,-1.3495072235540329,0.4004251312764802,-0.13691982161678867,0.9615095770684615,3,3.6189933266497696
1.0067274192434206,-1.0501144541115495,-0.9622873726715191,1.7000155996921775,-1.3495072235540329,0.4004251312764802,-0.13691982161678867,1.5447019841626142,3,3.785552341374197
1.7906393745182332,-1.0501144541115495,0.7620772698883165,0.7840514219068285,-1.3495072235540329,0.7243960893002112,-2.0606437184398274,0.27261493522246993,3,4.174694914875759
